venue,start_date,latitude,longitude,temperature,precipitation,wind_speed
"Barsapara Cricket Stadium, Guwahati",2023-01-10,26.1444,91.7361,19.1,0.0,1.8
R Premadasa Stadium,2011-08-22,6.9269,79.8612,26.8,15.5,
Sheikh Zayed Stadium,2010-10-31,24.4361,54.3896,29.7,,10.4
"Sabina Park, Kingston",2011-06-16,18.4814,-76.8008,,,
"Eden Gardens, Kolkata",2023-11-11,22.5411,88.3639,25.1,0.0,5.8
Sharjah Cricket Stadium,2022-03-15,25.2086,55.5296,27.8,0.0,8.2
The Wanderers Stadium,2005-02-25,-26.2044,28.0436,20.8,0.0,4.0
Sinhalese Sports Club,2004-07-17,6.927,79.8556,,,
"Sir Vivian Richards Stadium, North Sound",2010-05-22,17.7411,-61.8487,,,
Kingsmead,2021-01-20,-29.8567,31.0269,24.8,0.2,19.2
Bulawayo Athletic Club,2023-06-23,-20.1507,28.5749,14.3,,14.9
"Newlands, Cape Town",2003-02-15,-33.9981,18.4755,19.6,1.5,16.2
Lord's,2006-06-17,51.5311,-0.2008,23.1,0.0,7.6
"National Cricket Stadium, St George's",2008-06-29,12.0536,-61.7535,,,
"Queens Sports Club, Bulawayo",2024-11-24,-20.1508,28.5786,21.0,,12.6
Adelaide Oval,2018-01-26,-34.9285,138.6007,25.9,0.0,12.1
Edgbaston,2009-05-26,52.4828,-1.8998,12.2,,24.0
Old Trafford,2019-06-16,53.4627,-2.291,13.2,,11.3
Sylhet International Cricket Stadium,2023-03-20,24.8847,91.8531,20.9,37.3,7.0
"Sardar Patel Stadium, Motera",2006-10-28,18.9389,72.8258,29.7,,
Sharjah Cricket Stadium,2019-12-08,25.2086,55.5296,23.0,2.3,6.4
"MA Chidambaram Stadium, Chepauk",2012-12-30,13.0484,80.2116,26.9,38.1,
Dubai International Cricket Stadium,2022-03-19,18.9389,72.8258,28.9,0.0,4.7
"Wankhede Stadium, Mumbai",2023-10-21,18.9389,72.8258,30.0,0.3,0.9
Eden Park,2007-01-06,-36.8427,174.766,16.8,0.0,21.5
"Kensington Oval, Bridgetown, Barbados",2022-08-17,13.1036,-59.6197,28.5,0.7,24.5
County Ground,2012-07-04,51.4729997747,-2.58382433136,16.2,,14.6
Melbourne Cricket Ground,2008-02-29,-37.822,144.9635,13.4,0.8,
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024-06-18,6.1286,81.1206,27.5,0.0,33.5
Eden Gardens,2009-12-24,22.5411,88.3628,17.0,,2.5
"Windsor Park, Roseau",2009-07-28,15.3167,-61.3833,,,
Western Australia Cricket Association Ground,2017-01-19,-31.9286,115.8628,19.8,0.0,26.3
"Eden Gardens, Kolkata",2023-11-16,22.5411,88.3639,24.7,0.1,8.9
"Brisbane Cricket Ground, Woolloongabba",2012-02-19,-27.4705,153.0269,25.3,0.0,12.5
Wankhede Stadium,2007-10-17,18.9389,72.8258,29.5,,
National Stadium,2009-01-21,12.0554,-61.7513,26.9,,19.2
"Wanderers Cricket Ground, Windhoek",2024-09-26,-22.5728,17.0811,22.8,0.0,8.6
Eden Park,2007-12-26,-36.8427,174.766,15.8,4.3,31.5
Bay Oval,2014-10-24,-37.6894,176.1642,,,
Brabourne Stadium,2013-02-05,18.9389,72.8258,24.8,,
Galle International Stadium,2023-06-27,6.9289,80.2192,,,
"United Cricket Club Ground, Windhoek",2022-12-05,-22.5708,17.0819,25.9,0.0,12.2
ICC Academy,2018-01-18,18.9389,72.8258,28.8,,9.1
M.Chinnaswamy Stadium,2017-09-28,12.9716,77.5946,22.5,1.8,12.3
Sharjah Cricket Stadium,2013-12-18,25.2086,55.5296,21.0,,6.3
Lord's,2004-07-06,51.5311,-0.2008,18.8,0.0,10.4
National Stadium,2008-06-29,12.0554,-61.7513,,,
"Sportpark Westvliet, The Hague",2024-08-13,52.0708,4.2939,23.1,4.4,12.1
County Ground,2008-06-21,51.4729997747,-2.58382433136,13.9,,19.1
Adelaide Oval,2019-01-15,-34.9285,138.6007,28.4,0.0,14.5
St George's Park,2018-02-13,-33.9598878271,25.6059959093,20.4,1.0,23.2
Boland Park,2012-01-11,-26.12,28.1,23.0,0.0,1.9
Rawalpindi Cricket Stadium,2023-04-27,33.5833,73.05,26.6,0.7,18.7
"Grange Cricket Club, Raeburn Place",2019-05-21,55.9507,-3.1958,11.3,,8.7
Rangiri Dambulla International Stadium,2013-11-16,7.89,80.8,,,
"Rajiv Gandhi International Stadium, Uppal",2014-11-09,17.4389,78.5666,23.6,,
Sydney Cricket Ground,2015-01-26,-33.8688,151.2093,19.6,0.4,27.6
Chittagong Divisional Stadium,2006-02-25,22.2311,91.7605,25.0,0.0,
Kinrara Academy Oval,2006-09-22,3.1236,101.6918,,,
"Desert Springs Cricket Ground, Almeria",2023-10-21,36.8267,-2.4522,17.1,0.0,10.1
Eden Park,2011-02-05,-36.8427,174.766,22.3,,18.3
Barabati Stadium,2008-11-26,20.4602,85.8478,22.1,,
Rangiri Dambulla International Stadium,2007-10-01,7.89,80.8,,,
"Warner Park, Basseterre",2014-08-25,17.3589,-62.7828,,,
"Warner Park, Basseterre",2007-03-18,17.3589,-62.7828,,,
St George's Park,2005-03-02,-33.9598878271,25.6059959093,21.8,0.0,9.0
MA Aziz Stadium,2004-11-02,18.9389,72.8258,28.8,0.0,
Sinhalese Sports Club Ground,2006-03-22,6.9273,79.8597,,,
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023-10-09,17.4361,78.5366,27.7,0.0,3.3
"Gaddafi Stadium, Lahore",2023-09-06,31.5299,74.3086,31.9,0.0,1.7
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-25,27.6983,85.3109,12.0,0.0,7.2
"National Cricket Stadium, Grenada",2019-02-27,12.0678,-61.7833,26.7,,22.3
R Premadasa Stadium,2015-07-19,6.9269,79.8612,28.4,0.0,
Lord's,2017-07-23,51.5311,-0.2008,14.9,9.7,12.3
Shere Bangla National Stadium,2015-04-17,23.75,90.4,29.5,0.0,9.0
Lord's,2011-07-03,51.5311,-0.2008,17.7,0.0,6.4
"Boland Bank Park, Paarl",2003-02-25,-33.7208,18.9389,24.4,0.0,
ICC Academy,2019-12-12,18.9389,72.8258,26.2,,2.4
"Manuka Oval, Canberra",2022-02-03,-35.3086,149.1147,15.9,0.0,15.6
Trent Bridge,2016-06-21,52.9444,-1.1447,16.7,,12.7
Edgbaston,2019-06-26,52.4828,-1.8998,14.0,,16.6
County Ground,2017-07-02,51.4729997747,-2.58382433136,16.0,,15.4
"National Stadium, Karachi",2024-04-18,24.9067,67.0825,28.3,0.0,18.4
Manuka Oval,2015-03-03,-35.2806,149.1306,20.3,0.0,8.5
Sylhet International Cricket Stadium,2020-03-01,24.8847,91.8531,23.8,0.0,
Edgbaston,2017-06-07,52.4828,-1.8998,13.7,,20.2
"National Cricket Stadium, St George's",2013-02-26,12.0536,-61.7535,27.3,,27.8
Trent Bridge,2004-06-27,52.9444,-1.1447,16.3,,16.8
"R.Premadasa Stadium, Khettarama",2017-08-31,6.9271,79.8612,28.6,0.0,12.2
SuperSport Park,2009-10-02,-25.7906,28.2286,20.6,0.3,
Willowmoore Park,2013-03-24,34.0087,-118.478,15.5,0.0,10.1
Kennington Oval,2017-06-18,51.48,-0.1195,25.5,0.0,9.9
SuperSport Park,2009-09-28,-25.7906,28.2286,21.2,52.8,
Edgbaston,2013-06-08,52.4828,-1.8998,12.3,,15.9
P Sara Oval,2017-02-21,18.9389,72.8258,26.2,,10.3
"United Cricket Club Ground, Windhoek",2022-12-01,-22.5708,17.0819,26.2,0.0,11.0
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-23,27.6983,85.3109,10.8,0.0,7.7
"Buffalo Park, East London",2003-02-27,-33.0247,27.9142,13.6,0.3,
"Grange Cricket Club Ground, Raeburn Place",2016-08-16,55.95,-3.2075,13.8,,9.1
"Sinhalese Sports Club Ground, Colombo",2023-05-04,6.9278,79.8517,28.3,41.9,2.7
Queenstown Events Centre,2006-02-22,-45.0311,168.6628,,,
"Queens Sports Club, Bulawayo",2023-07-04,-20.1508,28.5786,15.0,,9.9
Manuka Oval,2016-12-06,-35.2806,149.1306,17.5,0.3,14.3
"Vidarbha Cricket Association Stadium, Jamtha",2013-10-30,18.9389,72.8258,29.6,,
"Beausejour Stadium, Gros Islet",2008-04-15,14.0031,-60.9786,,,
"Mangaung Oval, Bloemfontein",2023-09-09,-29.1222,26.2178,18.7,0.0,3.8
"Narendra Modi Stadium, Ahmedabad",2023-10-14,23.0217,72.5605,29.9,0.0,3.3
"Headingley, Leeds",2022-07-24,53.8067,-1.5432,20.3,1.1,23.0
Providence Stadium,2017-04-11,18.9389,72.8258,30.6,,9.2
Clontarf Cricket Club Ground,2011-09-20,53.3569,-6.2042,11.4,0.5,18.8
Rangiri Dambulla International Stadium,2024-11-13,7.89,80.8,,,
"Grange Cricket Club Ground, Raeburn Place",2013-05-17,55.95,-3.2075,10.2,,9.2
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017-07-06,6.9389,81.0331,18.3,0.0,
"Queen's Park Oval, Port of Spain, Trinidad",2022-07-27,10.6917,-61.5222,27.2,5.6,2.8
Kingsmead,2011-10-28,-29.8567,31.0269,21.6,,17.8
Pallekele International Cricket Stadium,2014-12-10,7.4833,80.65,26.4,5.3,
"National Cricket Stadium, St George's",2007-04-14,12.0536,-61.7535,27.0,,19.0
Wankhede Stadium,2019-02-25,18.9389,72.8258,25.0,,5.2
"Brisbane Cricket Ground, Woolloongabba",2008-02-05,-27.4705,153.0269,23.6,10.6,18.0
R Premadasa Stadium,2009-09-14,6.9269,79.8612,28.2,0.3,
"Mangaung Oval, Bloemfontein",2023-01-27,-29.1222,26.2178,21.4,0.0,7.5
Sharjah Cricket Stadium,2023-06-09,25.2086,55.5296,34.1,0.0,12.5
"United Cricket Club Ground, Windhoek",2023-04-05,-22.5708,17.0819,24.2,0.0,10.8
Rangiri Dambulla International Stadium,2008-08-20,7.89,80.8,,,
Saxton Oval,2018-01-09,18.5569,73.8287,18.7,,
R Premadasa Stadium,2014-12-16,6.9269,79.8612,27.4,6.4,
SuperSport Park,2005-02-13,-25.7906,28.2286,23.2,16.3,10.6
"County Ground, New Road, Worcester",2021-07-03,52.19,-2.23,17.6,9.5,9.2
Sydney Cricket Ground,2004-01-22,-33.8688,151.2093,24.8,0.8,23.7
International Sports Stadium,2016-11-29,,,,,
Headingley,2019-07-06,53.8067,-1.5425,16.7,,10.5
"Bay Oval, Mount Maunganui",2022-03-11,-37.6833,176.1667,20.3,1.7,16.8
"The Wanderers Stadium, Johannesburg",2022-01-31,-26.2047,27.9795,18.9,0.7,12.8
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2021-09-13,23.6344,58.5624,31.4,,8.9
Captain Roop Singh Stadium,2007-11-15,18.9389,72.8258,28.7,,
Tribhuvan University International Cricket Ground,2020-02-05,27.7111,85.3326,9.7,0.0,7.1
"Tribhuvan University International Cricket Ground, Kirtipur",2023-04-21,27.6983,85.3109,20.1,0.3,8.6
R Premadasa Stadium,2011-03-26,6.9269,79.8612,27.7,1.0,
"Wanderers Cricket Ground, Windhoek",2023-03-29,-22.5728,17.0811,22.8,0.0,7.7
Pallekele International Cricket Stadium,2012-08-04,7.4833,80.65,30.2,0.0,
"Queens Sports Club, Bulawayo",2023-07-02,-20.1508,28.5786,14.9,,14.1
Khan Shaheb Osman Ali Stadium,2014-02-26,18.9389,72.8258,26.7,,
SuperSport Park,2005-08-17,-25.7906,28.2286,13.9,,15.5
Sheikh Kamal International Cricket Stadium,2017-01-20,22.4086,91.8422,22.4,0.0,
National Stadium,2008-07-06,12.0554,-61.7513,27.8,,13.0
Providence Stadium,2016-06-03,18.9389,72.8258,31.9,,12.5
Tribhuvan University International Cricket Ground,2020-02-12,27.7111,85.3326,11.8,0.0,6.4
Lord's,2017-05-29,51.5311,-0.2008,17.3,12.2,10.4
"M Chinnaswamy Stadium, Bengaluru",2024-06-16,12.9699,77.6012,24.5,0.5,12.7
Harare Sports Club,2016-06-15,-17.815,31.0456,13.6,,
Adelaide Oval,2014-01-26,-34.9285,138.6007,24.7,0.0,15.4
Harare Sports Club,2018-03-04,-17.815,31.0456,19.1,,
De Beers Diamond Oval,2012-01-20,-18.9389,25.8369,,,
Sharjah Cricket Association Stadium,2003-04-04,25.2086,55.3645,25.2,,10.2
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2017-07-10,6.9389,81.0331,15.4,3.3,
Melbourne Cricket Ground,2015-02-14,-37.822,144.9635,20.4,27.2,10.9
"Choice Moosa Stadium, Pearland",2022-05-28,29.5286,-95.3236,26.9,0.0,7.3
Bay Oval,2021-04-04,-37.6894,176.1642,16.0,0.0,13.9
Bellerive Oval,2015-01-23,-18.9389,147.1861,,,
"Junction Oval, Melbourne",2022-02-08,-37.8389,144.958,21.4,0.0,9.8
Sydney Cricket Ground,2010-02-12,-33.8688,151.2093,26.3,0.0,18.2
Rangiri Dambulla International Stadium,2015-07-11,7.89,80.8,,,
"National Stadium, Karachi",2021-11-14,24.9067,67.0825,24.2,0.0,6.1
Rangiri Dambulla International Stadium,2010-08-19,7.89,80.8,,,
Harare Sports Club,2023-03-25,-17.815,31.0456,20.6,0.0,10.7
The Rose Bowl,2010-06-22,34.1425,-118.1097,19.2,0.0,8.3
"Beausejour Stadium, Gros Islet",2009-04-03,14.0031,-60.9786,,,
SuperSport Park,2013-09-24,-25.7906,28.2286,22.1,,
Kinrara Academy Oval,2018-10-18,3.1236,101.6918,,,
Providence Stadium,2017-04-07,18.9389,72.8258,28.8,,9.4
"The Village, Malahide",2015-05-08,53.4071,-6.1826,7.2,14.3,16.7
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,27.6983,85.3109,15.7,0.0,7.3
Maple Leaf North-West Ground,2008-06-29,43.9526595227,-79.5051529794,18.7,13.0,7.0
"Shere Bangla National Stadium, Mirpur",2018-01-23,23.8233,90.3917,20.3,,5.0
Gymkhana Club Ground,2007-02-02,18.9389,72.8258,25.2,,
"Daren Sammy National Cricket Stadium, Gros Islet",2005-05-22,14.0,-60.9833,29.3,,14.7
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-12-06,17.75,-61.8,,,
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-12-09,17.75,-61.8,,,
National Stadium,2008-06-26,12.0554,-61.7513,28.0,,19.4
Clontarf Cricket Club Ground,2011-09-19,53.3569,-6.2042,13.8,1.0,24.5
Pallekele International Cricket Stadium,2023-08-31,7.4833,80.65,25.8,4.6,14.2
Providence Stadium,2018-07-22,18.9389,72.8258,27.9,0.0,11.2
Eden Park,2014-01-25,-36.8427,174.766,20.9,0.0,17.1
"Hazelaarweg, Rotterdam",2022-08-16,51.9287,4.4867,21.4,0.0,9.7
University Oval,2010-02-08,-18.1439,178.4358,26.1,4.7,16.0
Sinhalese Sports Club Ground,2014-10-21,6.9273,79.8597,27.1,9.9,
Manuka Oval,2016-11-18,-35.2806,149.1306,21.2,0.0,10.5
"Civil Service Cricket Club, Stormont",2012-06-23,54.6028,-5.9337,12.6,5.1,21.6
Eden Park,2012-03-03,-36.8427,174.766,14.9,13.0,42.4
Willowmoore Park,2009-04-01,34.0087,-118.478,14.5,0.0,9.7
Pallekele International Cricket Stadium,2023-09-04,7.4833,80.65,26.2,12.7,18.7
Brabourne Stadium,2006-10-20,18.9389,72.8258,29.3,,
"Himachal Pradesh Cricket Association Stadium, Dharamsala",2023-10-17,32.2311,76.2144,18.0,0.9,7.7
Harare Sports Club,2021-10-11,-17.815,31.0456,16.0,,18.6
Lord's,2019-07-14,51.5311,-0.2008,17.1,0.0,12.7
Westpac Stadium,2015-03-12,-41.2885,174.7806,17.5,0.0,17.8
Dubai International Cricket Stadium,2024-03-03,18.9389,72.8258,26.1,0.0,5.4
"Kingsmead, Durban",2003-03-20,-29.8589,31.0311,21.2,19.3,10.7
Nehru Stadium,2007-10-02,18.9389,72.8258,28.5,,
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-16,26.8477,80.968,26.4,0.6,7.3
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-12-04,17.75,-61.8,,,
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-02-20,6.9389,81.0331,16.7,0.0,
Docklands Stadium,2005-10-07,-37.8256,144.9578,11.1,0.0,
Harare Sports Club,2023-03-21,-17.815,31.0456,20.7,0.0,10.1
Marrara Cricket Ground,2008-08-30,-12.4608,132.5462,,,
"Sir Vivian Richards Stadium, North Sound",2017-03-05,17.7411,-61.8487,,,
"Junction Oval, Melbourne",2023-10-12,-37.8389,144.958,13.7,1.4,24.3
"Wankhede Stadium, Mumbai",2023-03-17,18.9389,72.8258,27.8,0.0,4.4
Brabourne Stadium,2006-10-18,18.9389,72.8258,29.9,,
"R Premadasa Stadium, Colombo",2024-08-07,6.9271,79.8612,29.6,1.6,3.4
"MA Chidambaram Stadium, Chepauk",2010-12-10,13.0484,80.2116,25.9,0.0,
Edgbaston,2013-06-12,52.4828,-1.8998,15.0,,19.6
Mangaung Oval,2018-05-14,-29.1136,26.2181,9.2,,5.4
SuperSport Park,2009-09-30,-25.7906,28.2286,16.3,0.0,13.4
Harare Sports Club,2013-07-26,-17.815,31.0456,13.3,,
"Zayed Cricket Stadium, Abu Dhabi",2024-10-02,24.476,54.3742,34.4,0.0,12.8
Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,2021-03-12,26.8418,80.9681,24.0,,6.7
Dubai International Cricket Stadium,2022-03-14,18.9389,72.8258,29.6,0.0,4.4
Sportpark Het Schootsveld,2019-06-21,51.2014,4.4697,16.1,,11.7
"Himachal Pradesh Cricket Association Stadium, Dharamsala",2023-10-22,32.2311,76.2144,19.9,0.0,6.7
ICC Academy,2018-01-13,18.9389,72.8258,28.2,,8.8
The Rose Bowl,2004-09-11,34.1425,-118.1097,28.9,0.0,9.4
Edgbaston,2016-06-24,52.4828,-1.8998,16.0,,12.1
"Warner Park, Basseterre",2016-06-11,17.3589,-62.7828,28.2,,16.1
Saxton Oval,2015-12-31,18.5569,73.8287,19.8,,
Sawai Mansingh Stadium,2010-02-21,26.9222,75.7898,21.1,,
"Arun Jaitley Stadium, Delhi",2023-10-07,28.6112,77.2297,28.3,0.0,4.2
Bangabandhu National Stadium,2004-12-27,23.7513,90.3919,,,
Maharashtra Cricket Association Stadium,2017-10-25,18.5239,73.8555,23.4,,
Westpac Stadium,2011-01-22,-41.2885,174.7806,15.7,0.3,22.9
Shere Bangla National Stadium,2014-03-04,23.75,90.4,22.9,0.0,10.4
"Wanderers Cricket Ground, Windhoek",2021-11-26,-22.5728,17.0811,22.9,,12.9
Westpac Stadium,2018-03-03,-41.2885,174.7806,21.5,0.0,12.5
Eden Park,2004-01-03,-36.8427,174.766,21.3,0.0,9.3
Adelaide Oval,2010-01-26,-34.9285,138.6007,23.8,0.0,15.6
"Sabina Park, Kingston, Jamaica",2022-01-08,18.0111,-76.7996,25.8,,10.4
"National Stadium, Karachi",2021-11-08,24.9067,67.0825,25.7,0.0,6.6
Sharjah Cricket Stadium,2019-03-22,25.2086,55.5296,25.2,0.0,13.4
"McLean Park, Napier",2002-12-29,-39.5022,176.9167,,,
"Kensington Oval, Bridgetown",2018-09-16,13.1039,-59.6178,28.4,,24.9
"University Oval, Dunedin",2022-03-09,-45.8722,170.5025,16.0,0.1,7.2
Sheikh Zayed Stadium,2021-01-08,24.4361,54.3896,18.8,0.0,14.6
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-11-01,23.6344,58.5624,29.1,0.0,9.9
"Desert Springs Cricket Ground, Almeria",2023-10-17,36.8267,-2.4522,22.6,0.0,8.9
"County Ground, New Road",2018-06-09,52.2036,-2.2282,,,
Docklands Stadium,2006-02-03,-37.8256,144.9578,18.3,0.0,
County Ground,2017-07-08,51.4729997747,-2.58382433136,18.1,,10.6
Shere Bangla National Stadium,2009-10-27,23.75,90.4,26.2,0.0,
"Kingsmead, Durban",2003-03-03,-29.8589,31.0311,27.5,0.0,17.1
Harlequins,2007-01-22,51.484,-0.281,3.3,0.3,18.5
Sydney Cricket Ground,2016-12-04,-33.8688,151.2093,24.4,0.0,18.8
Eden Park Outer Oval,2020-01-27,-36.8667,174.7667,21.9,0.0,15.0
Providence Stadium,2016-06-07,18.9389,72.8258,31.6,,11.9
Old Trafford,2015-09-13,53.4627,-2.291,12.4,,11.5
Saxton Oval,2016-12-31,18.5569,73.8287,18.7,,
"Brisbane Cricket Ground, Woolloongabba",2017-01-13,-27.4705,153.0269,27.7,0.2,19.0
Mannofield Park,2019-08-20,57.1436,-2.1181,13.1,0.0,13.1
Dubai International Cricket Stadium,2024-03-05,18.9389,72.8258,25.0,0.0,4.9
"MA Chidambaram Stadium, Chepauk",2019-12-15,13.0484,80.2116,26.1,,4.6
Khan Shaheb Osman Ali Stadium,2014-02-28,18.9389,72.8258,25.1,,
Sophia Gardens,2013-06-09,51.4883,-3.1917,13.9,,18.9
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-10-21,26.8477,80.968,23.9,0.0,3.7
Melbourne Cricket Ground,2019-01-18,-37.822,144.9635,19.5,0.0,12.2
"Beausejour Stadium, Gros Islet",2012-03-25,14.0031,-60.9786,26.8,,26.0
Brabourne Stadium,2013-02-10,18.9389,72.8258,26.2,,
Shere Bangla National Stadium,2010-10-14,23.75,90.4,29.2,30.7,6.6
Seddon Park,2014-01-08,-37.6817,175.2703,,,
"The Wanderers Stadium, Johannesburg",2023-09-17,-26.2047,27.9795,15.4,0.0,10.6
R Premadasa Stadium,2015-11-04,6.9269,79.8612,26.9,0.0,
Multan Cricket Stadium,2007-10-26,30.2097,71.5142,25.6,0.0,
Sydney Cricket Ground,2008-02-08,-33.8688,151.2093,19.0,17.8,22.4
Harare Sports Club,2008-11-24,-17.815,31.0456,19.3,55.1,
"United Cricket Club Ground, Windhoek",2022-12-04,-22.5708,17.0819,26.4,0.0,10.3
Bellerive Oval,2013-01-23,-18.9389,147.1861,,,
Western Australia Cricket Association Ground,2015-03-06,-31.9286,115.8628,24.7,0.0,20.7
Sharjah Cricket Stadium,2017-10-23,25.2086,55.5296,29.7,0.0,10.3
Shere Bangla National Stadium,2013-10-31,23.75,90.4,25.0,0.0,2.0
R Premadasa Stadium,2011-03-19,6.9269,79.8612,29.0,0.0,
"Queen's Park Oval, Port of Spain",2007-03-17,10.6936,-61.5215,26.8,0.0,13.5
Seddon Park,2010-03-09,-37.6817,175.2703,,,
Shere Bangla National Stadium,2014-03-06,23.75,90.4,25.3,0.0,9.8
Sawai Mansingh Stadium,2010-12-01,26.9222,75.7898,16.4,,
Adelaide Oval,2006-01-26,-34.9285,138.6007,28.9,0.0,22.7
"Tribhuvan University International Cricket Ground, Kirtipur",2024-02-17,27.6983,85.3109,13.4,0.0,8.9
R.Premadasa Stadium,2004-07-23,6.9279,79.8611,,,
Western Australia Cricket Association Ground,2012-02-10,-31.9286,115.8628,27.8,0.0,20.1
Dubai International Cricket Stadium,2010-11-08,18.9389,72.8258,29.4,,
"Warner Park, Basseterre",2016-06-15,17.3589,-62.7828,28.6,,19.5
Colombo Cricket Club Ground,2017-02-17,6.9273,79.8536,29.2,0.0,22.7
"Newlands, Cape Town",2003-02-09,-33.9981,18.4755,24.1,0.0,23.2
Providence Stadium,2017-04-09,18.9389,72.8258,31.8,,8.2
R Premadasa Stadium,2014-12-07,6.9269,79.8612,27.3,4.3,
National Stadium,2006-02-19,12.0554,-61.7513,25.0,,6.4
Adelaide Oval,2003-01-19,-34.9285,138.6007,32.7,0.0,10.9
Sydney Cricket Ground,2019-01-12,-33.8688,151.2093,26.2,4.4,15.7
Lord's,2019-07-05,51.5311,-0.2008,20.6,0.0,9.8
Shere Bangla National Stadium,2012-12-07,23.75,90.4,20.2,,2.2
"Hagley Oval, Christchurch",2023-12-18,-43.5389,172.6428,15.3,0.7,16.0
"Brisbane Cricket Ground, Woolloongabba",2007-02-06,-27.4705,153.0269,25.5,0.0,13.3
Gaddafi Stadium,2009-01-24,31.5299,74.344,17.7,0.0,8.1
"The Wanderers Stadium, Johannesburg",2023-12-17,-26.2047,27.9795,21.1,0.0,10.0
The Rose Bowl,2004-09-13,34.1425,-118.1097,23.9,0.0,10.8
"Narendra Modi Stadium, Ahmedabad",2024-10-29,23.0217,72.5605,30.2,0.0,3.4
Headingley,2007-09-02,53.8067,-1.5425,14.3,,23.2
Marrara Cricket Ground,2008-09-03,-12.4608,132.5462,,,
Melbourne Cricket Ground,2013-01-11,-37.822,144.9635,22.6,0.0,
"Mannofield Park, Aberdeen",2022-08-11,57.1475,-2.1186,18.7,0.0,8.5
Reliance Stadium,2007-10-11,19.1243,72.8818,30.9,,
"The Cooper Associates County Ground, Taunton",2023-07-18,50.9097,-3.0986,16.2,0.0,10.5
"New Wanderers Stadium, Johannesburg",2003-03-01,-26.2044,27.9506,19.6,,15.2
SuperSport Park,2018-02-04,-25.7906,28.2286,23.3,6.1,5.3
"Sir Vivian Richards Stadium, North Sound",2007-04-02,17.7411,-61.8487,,,
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-09,26.8411,80.9688,25.7,,2.6
Westpac Stadium,2014-01-31,-41.2885,174.7806,17.0,0.0,20.3
ICC Global Cricket Academy,2017-03-02,18.9389,72.8258,29.2,,9.8
"Trent Bridge, Nottingham",2003-06-26,52.9486,-1.1328,16.0,,13.5
R Premadasa Stadium,2013-07-20,6.9269,79.8612,27.3,4.8,
Sydney Cricket Ground,2004-02-08,-33.8688,151.2093,27.2,0.0,17.9
Arbab Niaz Stadium,2004-03-19,18.9389,72.8258,31.2,0.0,
Bellerive Oval,2007-12-20,-18.9389,147.1861,,,
Sheikh Zayed Stadium,2012-02-15,24.4361,54.3896,20.7,,9.0
"Castle Avenue, Dublin",2023-07-25,53.3414,-6.2626,13.7,0.6,12.4
"Sophia Gardens, Cardiff",2021-07-08,51.4867,-3.1848,17.1,0.0,14.1
Harare Sports Club,2013-07-28,-17.815,31.0456,16.2,,
Louth Cricket Club,2013-07-01,53.5686,-0.1437,15.2,,18.1
"Cambusdoon New Ground, Ayr",2022-07-16,55.4367,-4.6327,14.3,0.4,8.4
Bert Sutcliffe Oval,2014-01-23,-18.1422,145.7717,,2.6,
Senwes Park,2018-05-06,-26.7036,27.9122,,,
"McLean Park, Napier",2022-12-14,-39.5022,176.9167,17.8,5.2,15.3
"Sabina Park, Kingston",2007-03-19,18.4814,-76.8008,,,
"Shere Bangla National Stadium, Mirpur",2023-07-16,23.8233,90.3917,28.5,1.0,12.7
"Gaddafi Stadium, Lahore",2003-11-29,31.5299,74.3086,,,
"MA Chidambaram Stadium, Chepauk, Chennai",2023-10-13,13.0475,80.2707,27.5,0.7,7.2
"Trent Bridge, Nottingham",2023-09-23,52.9486,-1.1328,12.0,0.0,10.4
"Amini Park, Port Moresby",2022-09-13,-9.4333,147.1667,27.0,0.0,13.9
Sawai Mansingh Stadium,2006-11-02,26.9222,75.7898,24.8,,
Lord's,2012-09-02,51.5311,-0.2008,15.4,0.0,9.8
Dubai International Cricket Stadium,2022-03-18,18.9389,72.8258,29.3,0.0,5.5
"Brisbane Cricket Ground, Woolloongabba",2009-02-13,-27.4705,153.0269,22.4,23.8,19.2
"R.Premadasa Stadium, Khettarama",2005-08-06,6.9271,79.8612,,,
Harare Sports Club,2022-08-07,-17.815,31.0456,17.9,0.0,11.8
Harare Sports Club,2023-06-22,-17.815,31.0456,15.3,0.0,10.7
Queens Sports Club,2007-08-22,-20.1692,28.5869,,,
"Coolidge Cricket Ground, Antigua",2021-09-13,17.7136,-61.7936,,,
